pitch,twist_factor,chord_factor,CT,CP
-0.4,0.5,0.9,0.41964,0.35494
-0.4,0.5,1.0,0.4629,0.38285
-0.4,0.5,1.1,0.5042,0.40793
-0.4,0.5,1.2,0.54438,0.43041
-0.4,0.5,1.3,0.58277,0.45002
-0.4,0.5,1.4,0.61947,0.46681
-0.4,0.6,0.5,0.23846,0.21848
-0.4,0.6,0.6,0.28429,0.25565
-0.4,0.6,0.7,0.32942,0.29053
-0.4,0.6,0.8,0.37354,0.32296
-0.4,0.6,0.9,0.41678,0.35295
-0.4,0.6,1.0,0.45866,0.38018
-0.4,0.6,1.1,0.49891,0.40482
-0.4,0.6,1.2,0.53769,0.42685
-0.4,0.6,1.3,0.5749,0.44622
-0.4,0.6,1.4,0.61045,0.46294
-0.4,0.7,0.5,0.23738,0.21758
-0.4,0.7,0.6,0.28263,0.2543
-0.4,0.7,0.7,0.32694,0.28864
-0.4,0.7,0.8,0.3702,0.32051
-0.4,0.7,0.9,0.41237,0.34979
-0.4,0.7,1.0,0.4529,0.37653
-0.4,0.7,1.1,0.49199,0.40073
-0.4,0.7,1.2,0.52961,0.42242
-0.4,0.7,1.3,0.56566,0.44157
-0.4,0.7,1.4,0.60034,0.45822
-0.4,0.8,0.5,0.23541,0.21594
-0.4,0.8,0.6,0.27998,0.25218
-0.4,0.8,0.7,0.32328,0.28583
-0.4,0.8,0.8,0.36545,0.31703
-0.4,0.8,0.9,0.40645,0.34574
-0.4,0.8,1.0,0.44581,0.37196
-0.4,0.8,1.1,0.48378,0.39576
-0.4,0.8,1.2,0.52019,0.41709
-0.4,0.8,1.3,0.55515,0.43607
-0.4,0.8,1.4,0.58877,0.45275
-0.4,0.9,0.5,0.23272,0.21368
-0.4,0.9,0.6,0.27617,0.24911
-0.4,0.9,0.7,0.31848,0.28211
-0.4,0.9,0.8,0.35973,0.31269
-0.4,0.9,0.9,0.39935,0.34081
-0.4,0.9,1.0,0.43757,0.36653
-0.4,0.9,1.1,0.47427,0.38984
-0.4,0.9,1.2,0.50963,0.41091
-0.4,0.9,1.3,0.54371,0.42974
-0.4,0.9,1.4,0.57589,0.44633
-0.4,1.0,0.5,0.22903,0.21056
-0.4,1.0,0.6,0.27146,0.24528
-0.4,1.0,0.7,0.31269,0.2776
-0.4,1.0,0.8,0.35273,0.30751
-0.4,1.0,0.9,0.39113,0.335
-0.4,1.0,1.0,0.42811,0.36016
-0.4,1.0,1.1,0.46375,0.38311
-0.4,1.0,1.2,0.49817,0.40389
-0.4,1.0,1.3,0.53075,0.42246
-0.4,1.0,1.4,0.5621,0.43902
-0.4,1.1,0.5,0.22458,0.20679
-0.4,1.1,0.6,0.26593,0.24075
-0.4,1.1,0.7,0.30613,0.27235
-0.4,1.1,0.8,0.34469,0.30148
-0.4,1.1,0.9,0.3819,0.32836
-0.4,1.1,1.0,0.41773,0.35302
-0.4,1.1,1.1,0.45234,0.37555
-0.4,1.1,1.2,0.48528,0.39592
-0.4,1.1,1.3,0.51696,0.41434
-0.4,1.1,1.4,0.54733,0.43088
-0.4,1.2,0.5,0.21948,0.20243
-0.4,1.2,0.6,0.25959,0.23552
-0.4,1.2,0.7,0.29846,0.26627
-0.4,1.2,0.8,0.33583,0.29472
-0.4,1.2,0.9,0.3718,0.32095
-0.4,1.2,1.0,0.40644,0.34507
-0.4,1.2,1.1,0.43976,0.36712
-0.4,1.2,1.2,0.47172,0.38724
-0.4,1.2,1.3,0.50248,0.40552
-0.4,1.2,1.4,0.53156,0.42183
-0.4,1.3,0.5,0.21369,0.19745
-0.4,1.3,0.6,0.2526,0.22966
-0.4,1.3,0.7,0.29013,0.25958
-0.4,1.3,0.8,0.32619,0.28727
-0.4,1.3,0.9,0.36092,0.31285
-0.4,1.3,1.0,0.39447,0.33645
-0.4,1.3,1.1,0.42661,0.35809
-0.4,1.3,1.2,0.45757,0.3779
-0.4,1.3,1.3,0.48672,0.39569
-0.4,1.3,1.4,0.51367,0.41147
-0.4,1.4,0.5,0.20739,0.19198
-0.4,1.4,0.6,0.24503,0.22328
-0.4,1.4,0.7,0.28117,0.25233
-0.4,1.4,0.8,0.31597,0.27926
-0.4,1.4,0.9,0.3496,0.30423
-0.4,1.4,1.0,0.38188,0.32725
-0.4,1.4,1.1,0.41287,0.34841
-0.4,1.4,1.2,0.44204,0.36752
-0.4,1.4,1.3,0.4693,0.38472
-0.4,1.4,1.4,0.49525,0.40039
-0.3,0.5,0.5,0.23969,0.21945
-0.3,0.5,0.6,0.2862,0.25711
-0.3,0.5,0.7,0.33188,0.29239
-0.3,0.5,0.8,0.37685,0.32539
-0.3,0.5,0.9,0.42123,0.35599
-0.3,0.5,1.0,0.46468,0.38394
-0.3,0.5,1.1,0.50643,0.40921
-0.3,0.5,1.2,0.54692,0.43175
-0.3,0.5,1.3,0.58559,0.45138
-0.3,0.5,1.4,0.62258,0.46817
-0.3,0.6,0.5,0.23921,0.21907
-0.3,0.6,0.6,0.28528,0.25641
-0.3,0.6,0.7,0.33068,0.29146
-0.3,0.6,0.8,0.37509,0.32405
-0.3,0.6,0.9,0.41863,0.35418
-0.3,0.6,1.0,0.46083,0.38153
-0.3,0.6,1.1,0.50139,0.40627
-0.3,0.6,1.2,0.54046,0.42834
-0.3,0.6,1.3,0.57795,0.44773
-0.3,0.6,1.4,0.61381,0.46445
-0.3,0.7,0.5,0.23829,0.21832
-0.3,0.7,0.6,0.28382,0.25523
-0.3,0.7,0.7,0.32844,0.28975
-0.3,0.7,0.8,0.37199,0.32178
-0.3,0.7,0.9,0.41447,0.35119
-0.3,0.7,1.0,0.45529,0.37804
-0.3,0.7,1.1,0.49469,0.40233
-0.3,0.7,1.2,0.53259,0.42406
-0.3,0.7,1.3,0.56896,0.44326
-0.3,0.7,1.4,0.60392,0.45989
-0.3,0.8,0.5,0.23651,0.21684
-0.3,0.8,0.6,0.28138,0.25328
-0.3,0.8,0.7,0.32498,0.28711
-0.3,0.8,0.8,0.36745,0.31846
-0.3,0.8,0.9,0.40876,0.3473
-0.3,0.8,1.0,0.44843,0.37363
-0.3,0.8,1.1,0.48668,0.3975
-0.3,0.8,1.2,0.52342,0.41892
-0.3,0.8,1.3,0.55862,0.43791
-0.3,0.8,1.4,0.5925,0.45457
-0.3,0.9,0.5,0.234,0.21473
-0.3,0.9,0.6,0.27775,0.25036
-0.3,0.9,0.7,0.32036,0.28354
-0.3,0.9,0.8,0.36191,0.31427
-0.3,0.9,0.9,0.40182,0.3425
-0.3,0.9,1.0,0.44035,0.36834
-0.3,0.9,1.1,0.47739,0.39177
-0.3,0.9,1.2,0.51301,0.41288
-0.3,0.9,1.3,0.54737,0.43173
-0.3,0.9,1.4,0.57978,0.4483
-0.3,1.0,0.5,0.23044,0.21173
-0.3,1.0,0.6,0.27317,0.24665
-0.3,1.0,0.7,0.3147,0.27913
-0.3,1.0,0.8,0.35506,0.30921
-0.3,1.0,0.9,0.3938,0.33686
-0.3,1.0,1.0,0.43109,0.36214
-0.3,1.0,1.1,0.46701,0.38517
-0.3,1.0,1.2,0.50172,0.406
-0.3,1.0,1.3,0.53455,0.42459
-0.3,1.0,1.4,0.5661,0.44113
-0.3,1.1,0.5,0.2261,0.20806
-0.3,1.1,0.6,0.26775,0.24222
-0.3,1.1,0.7,0.30828,0.27401
-0.3,1.1,0.8,0.34718,0.30332
-0.3,1.1,0.9,0.38471,0.33034
-0.3,1.1,1.0,0.42084,0.35511
-0.3,1.1,1.1,0.4557,0.37773
-0.3,1.1,1.2,0.48895,0.39816
-0.3,1.1,1.3,0.52081,0.41658
-0.3,1.1,1.4,0.5514,0.4331
-0.3,1.2,0.5,0.2211,0.20379
-0.3,1.2,0.6,0.26154,0.2371
-0.3,1.2,0.7,0.30075,0.26805
-0.3,1.2,0.8,0.33843,0.29667
-0.3,1.2,0.9,0.37473,0.32306
-0.3,1.2,1.0,0.40964,0.34727
-0.3,1.2,1.1,0.44325,0.36941
-0.3,1.2,1.2,0.47543,0.38957
-0.3,1.2,1.3,0.50643,0.40787
-0.3,1.2,1.4,0.53584,0.42422
-0.3,1.3,0.5,0.2154,0.19889
-0.3,1.3,0.6,0.25462,0.23132
-0.3,1.3,0.7,0.2925,0.26145
-0.3,1.3,0.8,0.3289,0.28932
-0.3,1.3,0.9,0.36392,0.31503
-0.3,1.3,1.0,0.39776,0.33874
-0.3,1.3,1.1,0.43015,0.36046
-0.3,1.3,1.2,0.46139,0.38034
-0.3,1.3,1.3,0.49086,0.3982
-0.3,1.3,1.4,0.51809,0.414
-0.3,1.4,0.5,0.20916,0.19348
-0.3,1.4,0.6,0.24714,0.22502
-0.3,1.4,0.7,0.2836,0.25425
-0.3,1.4,0.8,0.31873,0.28137
-0.3,1.4,0.9,0.35264,0.30648
-0.3,1.4,1.0,0.38519,0.32961
-0.3,1.4,1.1,0.41651,0.35088
-0.3,1.4,1.2,0.44602,0.3701
-0.3,1.4,1.3,0.4735,0.38733
-0.3,1.4,1.4,0.49971,0.40303
-0.2,0.5,0.5,0.24022,0.21986
-0.2,0.5,0.6,0.28683,0.25757
-0.2,0.5,0.7,0.33286,0.2931
-0.2,0.5,0.8,0.37811,0.32625
-0.2,0.5,0.9,0.42278,0.357
-0.2,0.5,1.0,0.46642,0.385
-0.2,0.5,1.1,0.5086,0.41044
-0.2,0.5,1.2,0.5494,0.43305
-0.2,0.5,1.3,0.58839,0.45272
-0.2,0.5,1.4,0.62565,0.46948
-0.2,0.6,0.5,0.2399,0.21963
-0.2,0.6,0.6,0.28621,0.25712
-0.2,0.6,0.7,0.33171,0.29226
-0.2,0.6,0.8,0.3765,0.32504
-0.2,0.6,0.9,0.42043,0.35536
-0.2,0.6,1.0,0.46296,0.38284
-0.2,0.6,1.1,0.50382,0.40767
-0.2,0.6,1.2,0.5432,0.4298
-0.2,0.6,1.3,0.58098,0.44922
-0.2,0.6,1.4,0.6171,0.46591
-0.2,0.7,0.5,0.23915,0.21901
-0.2,0.7,0.6,0.28487,0.25604
-0.2,0.7,0.7,0.32987,0.29081
-0.2,0.7,0.8,0.37373,0.32301
-0.2,0.7,0.9,0.41653,0.35257
-0.2,0.7,1.0,0.45766,0.37952
-0.2,0.7,1.1,0.49736,0.4039
-0.2,0.7,1.2,0.53554,0.42568
-0.2,0.7,1.3,0.5722,0.4449
-0.2,0.7,1.4,0.60744,0.46151
-0.2,0.8,0.5,0.23755,0.21769
-0.2,0.8,0.6,0.28273,0.25433
-0.2,0.8,0.7,0.32664,0.28835
-0.2,0.8,0.8,0.36942,0.31986
-0.2,0.8,0.9,0.41103,0.34883
-0.2,0.8,1.0,0.45099,0.37527
-0.2,0.8,1.1,0.48952,0.39921
-0.2,0.8,1.2,0.52659,0.4207
-0.2,0.8,1.3,0.56206,0.4397
-0.2,0.8,1.4,0.5962,0.45634
-0.2,0.9,0.5,0.23524,0.21575
-0.2,0.9,0.6,0.2793,0.25158
-0.2,0.9,0.7,0.3222,0.28493
-0.2,0.9,0.8,0.36407,0.31582
-0.2,0.9,0.9,0.40427,0.34418
-0.2,0.9,1.0,0.44309,0.37012
-0.2,0.9,1.1,0.48049,0.39366
-0.2,0.9,1.2,0.51637,0.41482
-0.2,0.9,1.3,0.55099,0.43368
-0.2,0.9,1.4,0.58365,0.45023
-0.2,1.0,0.5,0.23183,0.21288
-0.2,1.0,0.6,0.27486,0.24799
-0.2,1.0,0.7,0.3167,0.28066
-0.2,1.0,0.8,0.35735,0.31088
-0.2,1.0,0.9,0.39641,0.33867
-0.2,1.0,1.0,0.43404,0.36409
-0.2,1.0,1.1,0.47026,0.3872
-0.2,1.0,1.2,0.50523,0.40808
-0.2,1.0,1.3,0.53833,0.42668
-0.2,1.0,1.4,0.5701,0.44321
-0.2,1.1,0.5,0.2276,0.20931
-0.2,1.1,0.6,0.26957,0.24367
-0.2,1.1,0.7,0.31038,0.27564
-0.2,1.1,0.8,0.34965,0.30514
-0.2,1.1,0.9,0.38748,0.3323
-0.2,1.1,1.0,0.42394,0.3572
-0.2,1.1,1.1,0.45905,0.37988
-0.2,1.1,1.2,0.4926,0.40037
-0.2,1.1,1.3,0.5247,0.41881
-0.2,1.1,1.4,0.55548,0.43531
-0.2,1.2,0.5,0.22268,0.20512
-0.2,1.2,0.6,0.26348,0.23866
-0.2,1.2,0.7,0.30301,0.2698
-0.2,1.2,0.8,0.34102,0.2986
-0.2,1.2,0.9,0.37763,0.32513
-0.2,1.2,1.0,0.41283,0.34946
-0.2,1.2,1.1,0.44675,0.37169
-0.2,1.2,1.2,0.47914,0.39187
-0.2,1.2,1.3,0.51038,0.4102
-0.2,1.2,1.4,0.54009,0.42658
-0.2,1.3,0.5,0.2171,0.20033
-0.2,1.3,0.6,0.25663,0.23296
-0.2,1.3,0.7,0.29485,0.2633
-0.2,1.3,0.8,0.33158,0.29134
-0.2,1.3,0.9,0.36692,0.3172
-0.2,1.3,1.0,0.40103,0.34102
-0.2,1.3,1.1,0.43368,0.36281
-0.2,1.3,1.2,0.46518,0.38275
-0.2,1.3,1.3,0.49499,0.40068
-0.2,1.3,1.4,0.5225,0.41651
-0.2,1.4,0.5,0.21091,0.19498
-0.2,1.4,0.6,0.24924,0.22674
-0.2,1.4,0.7,0.28603,0.25617
-0.2,1.4,0.8,0.32146,0.28345
-0.2,1.4,0.9,0.35568,0.30871
-0.2,1.4,1.0,0.38851,0.33196
-0.2,1.4,1.1,0.42013,0.35334
-0.2,1.4,1.2,0.44998,0.37266
-0.2,1.4,1.3,0.47777,0.38995
-0.2,1.4,1.4,0.50416,0.40565
-0.1,0.5,0.5,0.24069,0.22022
-0.1,0.5,0.6,0.28751,0.25808
-0.1,0.5,0.7,0.33379,0.29376
-0.1,0.5,0.8,0.37929,0.32705
-0.1,0.5,0.9,0.42425,0.35795
-0.1,0.5,1.0,0.46821,0.38609
-0.1,0.5,1.1,0.51054,0.41154
-0.1,0.5,1.2,0.55158,0.43419
-0.1,0.5,1.3,0.59112,0.454
-0.1,0.5,1.4,0.62866,0.47075
-0.1,0.6,0.5,0.24053,0.22013
-0.1,0.6,0.6,0.28708,0.25778
-0.1,0.6,0.7,0.33274,0.29301
-0.1,0.6,0.8,0.37783,0.32595
-0.1,0.6,0.9,0.42218,0.35651
-0.1,0.6,1.0,0.46503,0.38411
-0.1,0.6,1.1,0.5062,0.40903
-0.1,0.6,1.2,0.5459,0.43123
-0.1,0.6,1.3,0.58394,0.45066
-0.1,0.6,1.4,0.62036,0.46734
-0.1,0.7,0.5,0.23982,0.21956
-0.1,0.7,0.6,0.28595,0.25688
-0.1,0.7,0.7,0.33109,0.29172
-0.1,0.7,0.8,0.37542,0.32419
-0.1,0.7,0.9,0.41855,0.3539
-0.1,0.7,1.0,0.45999,0.38097
-0.1,0.7,1.1,0.49999,0.40543
-0.1,0.7,1.2,0.53845,0.42726
-0.1,0.7,1.3,0.5754,0.4465
-0.1,0.7,1.4,0.61093,0.4631
-0.1,0.8,0.5,0.23855,0.2185
-0.1,0.8,0.6,0.28396,0.25529
-0.1,0.8,0.7,0.32826,0.28956
-0.1,0.8,0.8,0.37135,0.32123
-0.1,0.8,0.9,0.41328,0.35034
-0.1,0.8,1.0,0.45354,0.37688
-0.1,0.8,1.1,0.49236,0.4009
-0.1,0.8,1.2,0.52971,0.42243
-0.1,0.8,1.3,0.56547,0.44147
-0.1,0.8,1.4,0.59988,0.45809
-0.1,0.9,0.5,0.23641,0.21672
-0.1,0.9,0.6,0.28082,0.25277
-0.1,0.9,0.7,0.32402,0.2863
-0.1,0.9,0.8,0.36619,0.31734
-0.1,0.9,0.9,0.4067,0.34583
-0.1,0.9,1.0,0.44579,0.37186
-0.1,0.9,1.1,0.48349,0.39549
-0.1,0.9,1.2,0.51969,0.41672
-0.1,0.9,1.3,0.55461,0.4356
-0.1,0.9,1.4,0.5875,0.45214
-0.1,1.0,0.5,0.2332,0.21402
-0.1,1.0,0.6,0.27653,0.24932
-0.1,1.0,0.7,0.31867,0.28215
-0.1,1.0,0.8,0.35963,0.31253
-0.1,1.0,0.9,0.39898,0.34044
-0.1,1.0,1.0,0.43695,0.36599
-0.1,1.0,1.1,0.47348,0.38921
-0.1,1.0,1.2,0.50874,0.41013
-0.1,1.0,1.3,0.54209,0.42875
-0.1,1.0,1.4,0.57406,0.44526
-0.1,1.1,0.5,0.22909,0.21055
-0.1,1.1,0.6,0.27135,0.2451
-0.1,1.1,0.7,0.31245,0.27724
-0.1,1.1,0.8,0.35208,0.30692
-0.1,1.1,0.9,0.39023,0.33422
-0.1,1.1,1.0,0.42701,0.35925
-0.1,1.1,1.1,0.46236,0.38201
-0.1,1.1,1.2,0.49625,0.40256
-0.1,1.1,1.3,0.52855,0.42101
-0.1,1.1,1.4,0.55954,0.43748
-0.1,1.2,0.5,0.22426,0.20644
-0.1,1.2,0.6,0.26539,0.2402
-0.1,1.2,0.7,0.30526,0.27154
-0.1,1.2,0.8,0.34358,0.3005
-0.1,1.2,0.9,0.38051,0.32718
-0.1,1.2,1.0,0.41602,0.35163
-0.1,1.2,1.1,0.45023,0.37395
-0.1,1.2,1.2,0.48283,0.39416
-0.1,1.2,1.3,0.51429,0.41249
-0.1,1.2,1.4,0.54431,0.4289
-0.1,1.3,0.5,0.21878,0.20174
-0.1,1.3,0.6,0.25863,0.2346
-0.1,1.3,0.7,0.2972,0.26513
-0.1,1.3,0.8,0.33424,0.29334
-0.1,1.3,0.9,0.3699,0.31936
-0.1,1.3,1.0,0.4043,0.34328
-0.1,1.3,1.1,0.4372,0.36514
-0.1,1.3,1.2,0.46896,0.38514
-0.1,1.3,1.3,0.49909,0.40314
-0.1,1.3,1.4,0.5269,0.41899
-0.1,1.4,0.5,0.21266,0.19646
-0.1,1.4,0.6,0.25133,0.22846
-0.1,1.4,0.7,0.28845,0.25809
-0.1,1.4,0.8,0.32419,0.28553
-0.1,1.4,0.9,0.3587,0.31093
-0.1,1.4,1.0,0.39183,0.33429
-0.1,1.4,1.1,0.42374,0.35577
-0.1,1.4,1.2,0.45392,0.37519
-0.1,1.4,1.3,0.482,0.39253
-0.1,1.4,1.4,0.50861,0.40824
-0.0,0.5,0.5,0.24099,0.22045
-0.0,0.5,0.6,0.28813,0.25854
-0.0,0.5,0.7,0.33465,0.29436
-0.0,0.5,0.8,0.38041,0.32781
-0.0,0.5,0.9,0.42552,0.35876
-0.0,0.5,1.0,0.46995,0.38713
-0.0,0.5,1.1,0.51259,0.41268
-0.0,0.5,1.2,0.55365,0.43531
-0.0,0.5,1.3,0.59381,0.45526
-0.0,0.5,1.4,0.63164,0.47199
-0.0,0.6,0.5,0.24112,0.22059
-0.0,0.6,0.6,0.2879,0.2584
-0.0,0.6,0.7,0.33383,0.2938
-0.0,0.6,0.8,0.37922,0.3269
-0.0,0.6,0.9,0.4237,0.35752
-0.0,0.6,1.0,0.46705,0.38534
-0.0,0.6,1.1,0.50854,0.41036
-0.0,0.6,1.2,0.54855,0.43262
-0.0,0.6,1.3,0.58689,0.45207
-0.0,0.6,1.4,0.62357,0.46873
-0.0,0.7,0.5,0.24059,0.22018
-0.0,0.7,0.6,0.28699,0.25767
-0.0,0.7,0.7,0.33241,0.29269
-0.0,0.7,0.8,0.37705,0.32533
-0.0,0.7,0.9,0.42052,0.35519
-0.0,0.7,1.0,0.46227,0.38238
-0.0,0.7,1.1,0.50259,0.40693
-0.0,0.7,1.2,0.54133,0.4288
-0.0,0.7,1.3,0.57855,0.44806
-0.0,0.7,1.4,0.61407,0.46466
-0.0,0.8,0.5,0.2395,0.21928
-0.0,0.8,0.6,0.28519,0.25625
-0.0,0.8,0.7,0.32983,0.29072
-0.0,0.8,0.8,0.37324,0.32257
-0.0,0.8,0.9,0.41548,0.35181
-0.0,0.8,1.0,0.45605,0.37846
-0.0,0.8,1.1,0.49514,0.40254
-0.0,0.8,1.2,0.53279,0.42413
-0.0,0.8,1.3,0.56884,0.4432
-0.0,0.8,1.4,0.60353,0.4598
-0.0,0.9,0.5,0.23753,0.21763
-0.0,0.9,0.6,0.2823,0.25393
-0.0,0.9,0.7,0.32581,0.28764
-0.0,0.9,0.8,0.3683,0.31884
-0.0,0.9,0.9,0.4091,0.34745
-0.0,0.9,1.0,0.44849,0.37359
-0.0,0.9,1.1,0.48647,0.39728
-0.0,0.9,1.2,0.52298,0.41858
-0.0,0.9,1.3,0.5582,0.4375
-0.0,0.9,1.4,0.59134,0.45401
-0.0,1.0,0.5,0.23453,0.21512
-0.0,1.0,0.6,0.27818,0.25062
-0.0,1.0,0.7,0.32063,0.28364
-0.0,1.0,0.8,0.3619,0.31417
-0.0,1.0,0.9,0.40153,0.34219
-0.0,1.0,1.0,0.4398,0.36785
-0.0,1.0,1.1,0.47666,0.39117
-0.0,1.0,1.2,0.51222,0.41216
-0.0,1.0,1.3,0.54584,0.43079
-0.0,1.0,1.4,0.57797,0.44727
-0.0,1.1,0.5,0.23055,0.21176
-0.0,1.1,0.6,0.27314,0.24652
-0.0,1.1,0.7,0.31447,0.27881
-0.0,1.1,0.8,0.35447,0.30866
-0.0,1.1,0.9,0.39295,0.33612
-0.0,1.1,1.0,0.43004,0.36126
-0.0,1.1,1.1,0.46567,0.38411
-0.0,1.1,1.2,0.49988,0.40473
-0.0,1.1,1.3,0.53238,0.42317
-0.0,1.1,1.4,0.56361,0.43963
-0.0,1.2,0.5,0.22583,0.20775
-0.0,1.2,0.6,0.26727,0.24172
-0.0,1.2,0.7,0.30749,0.27326
-0.0,1.2,0.8,0.34612,0.30238
-0.0,1.2,0.9,0.38338,0.32921
-0.0,1.2,1.0,0.41919,0.35378
-0.0,1.2,1.1,0.45371,0.37618
-0.0,1.2,1.2,0.48653,0.39643
-0.0,1.2,1.3,0.51822,0.41477
-0.0,1.2,1.4,0.5485,0.43119
-0.0,1.3,0.5,0.22045,0.20315
-0.0,1.3,0.6,0.26062,0.23622
-0.0,1.3,0.7,0.29953,0.26695
-0.0,1.3,0.8,0.3369,0.29533
-0.0,1.3,0.9,0.37286,0.32149
-0.0,1.3,1.0,0.40758,0.34553
-0.0,1.3,1.1,0.44071,0.36745
-0.0,1.3,1.2,0.47273,0.38751
-0.0,1.3,1.3,0.50317,0.40556
-0.0,1.3,1.4,0.5313,0.42145
-0.0,1.4,0.5,0.21441,0.19794
-0.0,1.4,0.6,0.25342,0.23016
-0.0,1.4,0.7,0.29086,0.25999
-0.0,1.4,0.8,0.32692,0.2876
-0.0,1.4,0.9,0.36171,0.31313
-0.0,1.4,1.0,0.39514,0.33661
-0.0,1.4,1.1,0.42734,0.35818
-0.0,1.4,1.2,0.45784,0.3777
-0.0,1.4,1.3,0.48622,0.39509
-0.0,1.4,1.4,0.51305,0.4108
0.1,0.5,0.5,0.24134,0.22071
0.1,0.5,0.6,0.28869,0.25894
0.1,0.5,0.7,0.33543,0.29491
0.1,0.5,0.8,0.38132,0.32841
0.1,0.5,0.9,0.42685,0.35961
0.1,0.5,1.0,0.47147,0.38802
0.1,0.5,1.1,0.51459,0.41379
0.1,0.5,1.2,0.55599,0.4365
0.1,0.5,1.3,0.59613,0.45634
0.1,0.5,1.4,0.63458,0.4732
0.1,0.6,0.5,0.24163,0.22099
0.1,0.6,0.6,0.28855,0.25888
0.1,0.6,0.7,0.33486,0.29453
0.1,0.6,0.8,0.38053,0.3278
0.1,0.6,0.9,0.4251,0.35843
0.1,0.6,1.0,0.46879,0.38643
0.1,0.6,1.1,0.51083,0.41165
0.1,0.6,1.2,0.55115,0.43398
0.1,0.6,1.3,0.58978,0.45344
0.1,0.6,1.4,0.62674,0.47008
0.1,0.7,0.5,0.24129,0.22074
0.1,0.7,0.6,0.28796,0.25842
0.1,0.7,0.7,0.33367,0.2936
0.1,0.7,0.8,0.37861,0.32642
0.1,0.7,0.9,0.42243,0.35644
0.1,0.7,1.0,0.46451,0.38376
0.1,0.7,1.1,0.50513,0.4084
0.1,0.7,1.2,0.54418,0.43033
0.1,0.7,1.3,0.58168,0.44959
0.1,0.7,1.4,0.61743,0.46616
0.1,0.8,0.5,0.24042,0.22001
0.1,0.8,0.6,0.28632,0.25712
0.1,0.8,0.7,0.33133,0.29183
0.1,0.8,0.8,0.37508,0.32386
0.1,0.8,0.9,0.41765,0.35325
0.1,0.8,1.0,0.45854,0.38001
0.1,0.8,1.1,0.49792,0.40417
0.1,0.8,1.2,0.53584,0.4258
0.1,0.8,1.3,0.57215,0.44487
0.1,0.8,1.4,0.60713,0.46146
0.1,0.9,0.5,0.23862,0.21852
0.1,0.9,0.6,0.2837,0.25503
0.1,0.9,0.7,0.32756,0.28895
0.1,0.9,0.8,0.37036,0.32031
0.1,0.9,0.9,0.41148,0.34905
0.1,0.9,1.0,0.45115,0.37528
0.1,0.9,1.1,0.48942,0.39905
0.1,0.9,1.2,0.5262,0.42039
0.1,0.9,1.3,0.56174,0.43935
0.1,0.9,1.4,0.59515,0.45584
0.1,1.0,0.5,0.23581,0.21617
0.1,1.0,0.6,0.2798,0.2519
0.1,1.0,0.7,0.32256,0.2851
0.1,1.0,0.8,0.36414,0.31577
0.1,1.0,0.9,0.40408,0.34393
0.1,1.0,1.0,0.44262,0.36968
0.1,1.0,1.1,0.47979,0.39309
0.1,1.0,1.2,0.51565,0.41415
0.1,1.0,1.3,0.54956,0.4328
0.1,1.0,1.4,0.58187,0.44924
0.1,1.1,0.5,0.232,0.21296
0.1,1.1,0.6,0.27489,0.24792
0.1,1.1,0.7,0.31653,0.28039
0.1,1.1,0.8,0.35685,0.31039
0.1,1.1,0.9,0.39564,0.33799
0.1,1.1,1.0,0.43305,0.36325
0.1,1.1,1.1,0.46897,0.38619
0.1,1.1,1.2,0.50348,0.40686
0.1,1.1,1.3,0.5362,0.42531
0.1,1.1,1.4,0.56769,0.44175
0.1,1.2,0.5,0.22737,0.20904
0.1,1.2,0.6,0.26914,0.24321
0.1,1.2,0.7,0.30969,0.27496
0.1,1.2,0.8,0.34864,0.30424
0.1,1.2,0.9,0.38621,0.33121
0.1,1.2,1.0,0.42234,0.35589
0.1,1.2,1.1,0.45717,0.3784
0.1,1.2,1.2,0.49023,0.39868
0.1,1.2,1.3,0.52215,0.41703
0.1,1.2,1.4,0.55269,0.43345
0.1,1.3,0.5,0.2221,0.20454
0.1,1.3,0.6,0.26261,0.23782
0.1,1.3,0.7,0.30184,0.26875
0.1,1.3,0.8,0.33954,0.2973
0.1,1.3,0.9,0.37581,0.3236
0.1,1.3,1.0,0.41083,0.34776
0.1,1.3,1.1,0.44422,0.36975
0.1,1.3,1.2,0.47649,0.38985
0.1,1.3,1.3,0.50723,0.40796
0.1,1.3,1.4,0.5357,0.42388
0.1,1.4,0.5,0.21614,0.19941
0.1,1.4,0.6,0.25549,0.23185
0.1,1.4,0.7,0.29326,0.26187
0.1,1.4,0.8,0.32964,0.28965
0.1,1.4,0.9,0.36473,0.31532
0.1,1.4,1.0,0.39845,0.33891
0.1,1.4,1.1,0.43092,0.36057
0.1,1.4,1.2,0.46176,0.38018
0.1,1.4,1.3,0.49044,0.39763
0.1,1.4,1.4,0.51748,0.41334
0.2,0.5,0.5,0.24164,0.22093
0.2,0.5,0.6,0.28917,0.25929
0.2,0.5,0.7,0.33601,0.2953
0.2,0.5,0.8,0.3823,0.32906
0.2,0.5,0.9,0.42811,0.3604
0.2,0.5,1.0,0.47306,0.38896
0.2,0.5,1.1,0.51652,0.41485
0.2,0.5,1.2,0.55825,0.43764
0.2,0.5,1.3,0.59872,0.45752
0.2,0.5,1.4,0.63745,0.47435
0.2,0.6,0.5,0.24209,0.22135
0.2,0.6,0.6,0.28924,0.25939
0.2,0.6,0.7,0.33581,0.2952
0.2,0.6,0.8,0.38177,0.32864
0.2,0.6,0.9,0.42665,0.35942
0.2,0.6,1.0,0.47068,0.38756
0.2,0.6,1.1,0.51305,0.4129
